petID,petYear,petEvent,petLink
E749760DC3AAB71CE98486785FAF0C35,2008,July,https://www.chickensmoothie.com/archive/2008/July/
27D90A41D8BE5218C356A89990FAC637,2008,July,https://www.chickensmoothie.com/archive/2008/July/
364E771515A90045C5A7E2880CAA94DA,2008,July,https://www.chickensmoothie.com/archive/2008/July/
7C11C59EAA79E92F158A1C5E812A2BEE,2008,July,https://www.chickensmoothie.com/archive/2008/July/
899E2F480B7F7783BC977AC53176D76A,2008,July,https://www.chickensmoothie.com/archive/2008/July/
2CA1406FD6A3302E185C9D9A0D1CF510,2008,July,https://www.chickensmoothie.com/archive/2008/July/
47F2A5D68C6F0DDC170FA0B1F7160EF2,2008,July,https://www.chickensmoothie.com/archive/2008/July/
6AA526BF08AFC3D0BA19C006D9E6FC78,2008,July,https://www.chickensmoothie.com/archive/2008/July/
766529E4E82EF25D3E794E4A308FEF6E,2008,July,https://www.chickensmoothie.com/archive/2008/July/
783CEAA84C664143B37B244D6DCC45A0,2008,July,https://www.chickensmoothie.com/archive/2008/July/
7049E938168E517EBD78C483A14EE650,2008,July,https://www.chickensmoothie.com/archive/2008/July/
1D5599075513299C717496FECFE7B5D7,2008,July,https://www.chickensmoothie.com/archive/2008/July/
0CF7292EE6E273303FDDFDC439A1B336,2008,July,https://www.chickensmoothie.com/archive/2008/July/
7860A82084A8EB78BC1A99D3F969099D,2008,July,https://www.chickensmoothie.com/archive/2008/July/?pageStart=7
94EB15DCE7A9B2A67FA06FA8EC3A0E53,2008,July,https://www.chickensmoothie.com/archive/2008/July/?pageStart=7
8D4E8E5B9362A704CD7752847DA14DFE,2008,July,https://www.chickensmoothie.com/archive/2008/July/?pageStart=7
616AEE5D9110B88194A9E3B70EE54707,2008,July,https://www.chickensmoothie.com/archive/2008/July/?pageStart=7
A9A04F73A8C0D246B5E56B0D68D7E45F,2008,July,https://www.chickensmoothie.com/archive/2008/July/?pageStart=7
FE3F462C3B840D91448DB5AE1A6E0B85,2008,July,https://www.chickensmoothie.com/archive/2008/July/?pageStart=7
5EF07402C6EFFCAB9E59A97AC0B76531,2008,August,https://www.chickensmoothie.com/archive/2008/August/
D61BE1128DC21CC28C0BB0A9CBCCCC62,2008,August,https://www.chickensmoothie.com/archive/2008/August/
288123F8C5ED8D21FCAE44B966A96450,2008,August,https://www.chickensmoothie.com/archive/2008/August/
0D436E8D09A57AA4EAD58ADCFA7703F8,2008,August,https://www.chickensmoothie.com/archive/2008/August/
7E22A544CB7A52ABCE962E4E09AA310E,2008,August,https://www.chickensmoothie.com/archive/2008/August/
FF1793BEC4663608241914DC7B2D3148,2008,August,https://www.chickensmoothie.com/archive/2008/August/
A37D2571A4519C3C28E483FFE7F2F675,2008,August,https://www.chickensmoothie.com/archive/2008/August/
E293824927D1F85D360F135E171272A4,2008,August,https://www.chickensmoothie.com/archive/2008/August/
4EA71F15C470C3D49D6E936C22E8B20D,2008,August,https://www.chickensmoothie.com/archive/2008/August/
C12259B6D09467CB9A08F0CF8B678A1A,2008,August,https://www.chickensmoothie.com/archive/2008/August/
CBD6E35D2A267A9C9D1061B9A08D38E5,2008,August,https://www.chickensmoothie.com/archive/2008/August/
B6CD5FA89F4A1C0F48A392CA55970DF4,2008,August,https://www.chickensmoothie.com/archive/2008/August/
CA9AFC8216BFB94F24DA232744775A57,2008,August,https://www.chickensmoothie.com/archive/2008/August/
2DB9BC1C05DE3447E18370F1893956D2,2008,August,https://www.chickensmoothie.com/archive/2008/August/
EC83B0BBDBBD1969E0FA8889556C73E5,2008,August,https://www.chickensmoothie.com/archive/2008/August/
F56218F465D2F481CB235D9F9A45CA11,2008,August,https://www.chickensmoothie.com/archive/2008/August/
D3A10C8A915E0F343DAFF662B04D1B58,2008,August,https://www.chickensmoothie.com/archive/2008/August/
3B902827C22497D91E8FECA55D2CA9ED,2008,August,https://www.chickensmoothie.com/archive/2008/August/
ACF7AC606C52A3F30ACEF542464AE830,2008,August,https://www.chickensmoothie.com/archive/2008/August/
616745F50C7519EF3B95C6FCCB332950,2008,August,https://www.chickensmoothie.com/archive/2008/August/
558D1F8ED1DCDBEF5096ABECD7DA101A,2008,August,https://www.chickensmoothie.com/archive/2008/August/
5F6DBB9BAB9BE90A9F444234C322B00F,2008,August,https://www.chickensmoothie.com/archive/2008/August/
10263AE2B6F931034B69501F42FF2305,2008,August,https://www.chickensmoothie.com/archive/2008/August/
C47CDEC1FD76F76C2D224AD48D2AD6FD,2008,August,https://www.chickensmoothie.com/archive/2008/August/
EF78D4DA4A93BCAECC8E7C01D17FB575,2008,August,https://www.chickensmoothie.com/archive/2008/August/
5A552CEAC7149E0FCCDEF605766F462A,2008,August,https://www.chickensmoothie.com/archive/2008/August/
44D84490A4BF3E5D02EEF8B8EC53E248,2008,August,https://www.chickensmoothie.com/archive/2008/August/
FD17C3C3A0F7A9A5EA3FC65E3D2B090D,2008,August,https://www.chickensmoothie.com/archive/2008/August/
39EA18175D3D1868CBFAE65C882B57AD,2008,August,https://www.chickensmoothie.com/archive/2008/August/
F18171713663550C3CFD3F9DD6D9DACC,2008,August,https://www.chickensmoothie.com/archive/2008/August/
8589FE1D51834BE40EA0264B8EC95054,2008,August,https://www.chickensmoothie.com/archive/2008/August/
CA64A145527742F7F36105CA560D72C0,2008,August,https://www.chickensmoothie.com/archive/2008/August/
DB32E11EA8CE34AEB30F05F227A863E7,2008,August,https://www.chickensmoothie.com/archive/2008/August/
F63D484F522760599D360C7333449F28,2008,August,https://www.chickensmoothie.com/archive/2008/August/
91DD693760FCE9E32E61EEC2FDE536A5,2008,August,https://www.chickensmoothie.com/archive/2008/August/
288D962DCEDBB9994DC95F6F3345CFDF,2008,August,https://www.chickensmoothie.com/archive/2008/August/
A92B576E7647042FEB2DD2442C16D01F,2008,August,https://www.chickensmoothie.com/archive/2008/August/
CFA7A923648E9ACBF103606FDD765602,2008,August,https://www.chickensmoothie.com/archive/2008/August/
D53856B3CFF52CF95AE54AA9EEDE2A51,2008,August,https://www.chickensmoothie.com/archive/2008/August/
93971CA945E1AC3E595E3F4008164DE0,2008,August,https://www.chickensmoothie.com/archive/2008/August/
AD74096C84B328FD09D2F49DEE98D6D1,2008,August,https://www.chickensmoothie.com/archive/2008/August/
5CA4487EDD1657A56E945160A2538B1D,2008,August,https://www.chickensmoothie.com/archive/2008/August/
002A9860392B33839FA97E6FA7812DFE,2008,August,https://www.chickensmoothie.com/archive/2008/August/
73FD0AF7E79C9F98470CBDD4305F8D08,2008,August,https://www.chickensmoothie.com/archive/2008/August/
63A66D82D0EE2719FA8E16531AA69706,2008,August,https://www.chickensmoothie.com/archive/2008/August/
D191E50D8DFD6F4C959B48DFBCBE210C,2008,August,https://www.chickensmoothie.com/archive/2008/August/
591CD2BCAF6E9920B4778C0CE7172DE8,2008,August,https://www.chickensmoothie.com/archive/2008/August/
EADDE815316B885F602B530F81E2AE9F,2008,August,https://www.chickensmoothie.com/archive/2008/August/
8036D9F0B76333D84B05F88DF915653B,2008,August,https://www.chickensmoothie.com/archive/2008/August/
13F0008E1B5918E87C5DB2A13390780D,2008,August,https://www.chickensmoothie.com/archive/2008/August/
0E86EBE03A70BCFC2B1DA09AE1CE36D3,2008,August,https://www.chickensmoothie.com/archive/2008/August/
A09DFF030FF4B16866591F4A70BBA8EC,2008,August,https://www.chickensmoothie.com/archive/2008/August/
D3FF565DBFB36D400361B79D0D9250A5,2008,August,https://www.chickensmoothie.com/archive/2008/August/
EB43F9B05F00C835F9E90A9F7305A80B,2008,August,https://www.chickensmoothie.com/archive/2008/August/
68657034DE2BCFA74502FA4F1ED68778,2008,August,https://www.chickensmoothie.com/archive/2008/August/
5F258F6EDE1FBD424BFDDB3456F9D6F7,2008,August,https://www.chickensmoothie.com/archive/2008/August/
998A2D1DF710E7840314EC1B58644CC4,2008,August,https://www.chickensmoothie.com/archive/2008/August/
BDA8CD5F817FE31D37E228CF83BFF222,2008,August,https://www.chickensmoothie.com/archive/2008/August/
0B4A962BE743B0F2B22C70D0E4C23CC7,2008,August,https://www.chickensmoothie.com/archive/2008/August/
B490CBAEABCEE6C1B92D9058B5A9DF9F,2008,August,https://www.chickensmoothie.com/archive/2008/August/
ACDF20D62BA40BB64675F9E62C85E8E7,2008,August,https://www.chickensmoothie.com/archive/2008/August/
30FD7850DE5CB94B98E1E51D8660F36A,2008,August,https://www.chickensmoothie.com/archive/2008/August/?pageStart=7
3B46301A6C8B850D87A730DA365B0960,2008,August,https://www.chickensmoothie.com/archive/2008/August/?pageStart=7
1E80F69A1CAB160D5FA929E8817AF0D9,2008,August,https://www.chickensmoothie.com/archive/2008/August/?pageStart=7
5657C49F98487DD3D305B1DD87D26F16,2008,August,https://www.chickensmoothie.com/archive/2008/August/?pageStart=7
64B0A23C92EE68E51F9A9236255B0290,2008,August,https://www.chickensmoothie.com/archive/2008/August/?pageStart=7
2D721B81F418141588DC8A480A8DEDE7,2008,August,https://www.chickensmoothie.com/archive/2008/August/?pageStart=7
1500F7F34FBADD26B019684B659A243A,2008,August,https://www.chickensmoothie.com/archive/2008/August/?pageStart=7
9546B592C7AC1E390D835E36E5FF6F2D,2008,August,https://www.chickensmoothie.com/archive/2008/August/?pageStart=7
D28630712AA7D51356F866AA2742E85D,2008,August,https://www.chickensmoothie.com/archive/2008/August/?pageStart=7
CAC8A3C019D1517E6500C54AD53A678B,2008,August,https://www.chickensmoothie.com/archive/2008/August/?pageStart=7
095538AE24EB9F57162049EB0247537F,2008,August,https://www.chickensmoothie.com/archive/2008/August/?pageStart=7
8435F28C42DDDF5ECF0DF783170C4F12,2008,August,https://www.chickensmoothie.com/archive/2008/August/?pageStart=7
574EE5B2C204C8B281561B3A45856C56,2008,August,https://www.chickensmoothie.com/archive/2008/August/?pageStart=7
4E908CC3F96BE8D961F2E4F143197FFE,2008,September,https://www.chickensmoothie.com/archive/2008/September/
43971326B63E454AF6B4E9CD653FF1EE,2008,September,https://www.chickensmoothie.com/archive/2008/September/
9C5F3824ACBAA91E7553EE934199D620,2008,September,https://www.chickensmoothie.com/archive/2008/September/
0957C6CBC101F3F06744C61F61C5367F,2008,September,https://www.chickensmoothie.com/archive/2008/September/
357237A327901E90D4E6B9F965F4A060,2008,September,https://www.chickensmoothie.com/archive/2008/September/
5AD321F7DB4C04BE2648ADA6BDB30E33,2008,September,https://www.chickensmoothie.com/archive/2008/September/
A89A1DB79BE7D8A89B65F3D0F55E894D,2008,September,https://www.chickensmoothie.com/archive/2008/September/
0BAC4EFF5027C6911A46BC23117422F1,2008,September,https://www.chickensmoothie.com/archive/2008/September/
8C358BA4F6163BF8313CB3D768998CE3,2008,September,https://www.chickensmoothie.com/archive/2008/September/
6137DA9B37EEDB8052B0ADE9A22DB4CC,2008,September,https://www.chickensmoothie.com/archive/2008/September/
518189413B5A254F3563F16F31C2AE45,2008,September,https://www.chickensmoothie.com/archive/2008/September/
A6A5084707B0971DF0D992B6D75D92B9,2008,September,https://www.chickensmoothie.com/archive/2008/September/
05BF4E31F87531AC8638305BB8C72D27,2008,September,https://www.chickensmoothie.com/archive/2008/September/
2076E1180323E4310102A685B76FCDCD,2008,September,https://www.chickensmoothie.com/archive/2008/September/
F7A64D4C2F1F375855C727DF7B475540,2008,September,https://www.chickensmoothie.com/archive/2008/September/
9949DB02760F5A88C4194F229706AFB1,2008,September,https://www.chickensmoothie.com/archive/2008/September/
E677623E779A2109BE98111366D63657,2008,September,https://www.chickensmoothie.com/archive/2008/September/
C7EC3A2B0CBF5FD4DE13B40EE900113E,2008,September,https://www.chickensmoothie.com/archive/2008/September/
85BA02135F557BA7742077E9927F0F40,2008,September,https://www.chickensmoothie.com/archive/2008/September/
EF62B7C3111B20421D19AD423083DCE1,2008,September,https://www.chickensmoothie.com/archive/2008/September/
C54CC10D6C76DE07EACFA0F37309B371,2008,September,https://www.chickensmoothie.com/archive/2008/September/
8B58C0CDE8B0CB5788B9030DF71C1F14,2008,September,https://www.chickensmoothie.com/archive/2008/September/
4CCD8AA92640E5B347F6A64F30D9819E,2008,September,https://www.chickensmoothie.com/archive/2008/September/
3C974565B77129FA655654EC11972656,2008,September,https://www.chickensmoothie.com/archive/2008/September/
528218D88689D58C295CA091F8259FA1,2008,September,https://www.chickensmoothie.com/archive/2008/September/
BE935DCE32AF5794AE5B0E0C9D10A040,2008,September,https://www.chickensmoothie.com/archive/2008/September/
4266907C3589E527AA2052AD1D789F6A,2008,September,https://www.chickensmoothie.com/archive/2008/September/
D505A7D6F006D9734561327C4AAE282E,2008,September,https://www.chickensmoothie.com/archive/2008/September/
1CD8348C9A06FF60747A02706A474628,2008,September,https://www.chickensmoothie.com/archive/2008/September/
360DBFEB7B8DEE7DAFABEAC186F8066B,2008,September,https://www.chickensmoothie.com/archive/2008/September/
BEF32DCE6CB3216386A17533A19CE2AC,2008,September,https://www.chickensmoothie.com/archive/2008/September/
33B63B4A1F3457A33C752D49C59A553C,2008,September,https://www.chickensmoothie.com/archive/2008/September/
D48F4B7DAA42146AE3851A33ED602FDC,2008,September,https://www.chickensmoothie.com/archive/2008/September/
F2F93B0DB9D2666995C3712EEB0284CC,2008,September,https://www.chickensmoothie.com/archive/2008/September/
C75DD5824778E079272BCDC4964ECDEF,2008,September,https://www.chickensmoothie.com/archive/2008/September/
038522C9F852AE79C35151AE93E93CAE,2008,September,https://www.chickensmoothie.com/archive/2008/September/
79BFF073E7D347AB9159F5AF59314A5E,2008,September,https://www.chickensmoothie.com/archive/2008/September/
1D000B5EF630BBD973D4A13D1B977018,2008,September,https://www.chickensmoothie.com/archive/2008/September/
B23F1338D2B95C09BC5662C35A698D04,2008,September,https://www.chickensmoothie.com/archive/2008/September/
CFF528EC86BB9E9DFD9153F2111255ED,2008,September,https://www.chickensmoothie.com/archive/2008/September/?pageStart=7
090FFEC8B2EBD73212CBFFB30CBF9B7B,2008,September,https://www.chickensmoothie.com/archive/2008/September/?pageStart=7
0CD9E644713500080AAD6EED777FDEDA,2008,September,https://www.chickensmoothie.com/archive/2008/September/?pageStart=7
D7F5C1E8393840075F6AA8F24C3BBE79,2008,September,https://www.chickensmoothie.com/archive/2008/September/?pageStart=7
D784CB75033AEDBF67190A8798C3550C,2008,September,https://www.chickensmoothie.com/archive/2008/September/?pageStart=7
886A9E4F546F6CAA8F8676A9AA77BA8E,2008,October,https://www.chickensmoothie.com/archive/2008/October/
BA55B0EE9E6D7CD7CCFEC4F39F30CA11,2008,October,https://www.chickensmoothie.com/archive/2008/October/
E335FEACA36DD392FC55AA5962E2B1D9,2008,October,https://www.chickensmoothie.com/archive/2008/October/
A04C68578AC43907E0E6C261E53BFBEB,2008,October,https://www.chickensmoothie.com/archive/2008/October/
988B2377864F610942E6B635E78E2A5F,2008,October,https://www.chickensmoothie.com/archive/2008/October/
020BB9C91C4F0B8BFFDB92F1ACB74C27,2008,October,https://www.chickensmoothie.com/archive/2008/October/
2CE780B8952CBA36F4F4B9682A9A7DEE,2008,October,https://www.chickensmoothie.com/archive/2008/October/
51EB242A266A1C2489453A5310322B49,2008,October,https://www.chickensmoothie.com/archive/2008/October/
657399010823EFB3DB4E76D6ABA24B45,2008,October,https://www.chickensmoothie.com/archive/2008/October/
D97C9FF10E2490CB87F5586EB1023984,2008,October,https://www.chickensmoothie.com/archive/2008/October/
01562768EC0FE8C0EA489E7A1406EE55,2008,October,https://www.chickensmoothie.com/archive/2008/October/
77830374EC1F67C65095A92431ACFBB0,2008,October,https://www.chickensmoothie.com/archive/2008/October/
5A5EAE6C41526648C8A7AC57B69FF611,2008,October,https://www.chickensmoothie.com/archive/2008/October/
1C28B33EA6E022121618C1E1B506777D,2008,October,https://www.chickensmoothie.com/archive/2008/October/
9AED0005755AFD59F65B81CCA38AAA81,2008,October,https://www.chickensmoothie.com/archive/2008/October/
2B9312C12A5DF2F6A9A5BE44A0272EE7,2008,October,https://www.chickensmoothie.com/archive/2008/October/
F320E7022919548D26D17655292E799E,2008,October,https://www.chickensmoothie.com/archive/2008/October/
278E6E3D538F808B7ED8F1F5A392E0AB,2008,October,https://www.chickensmoothie.com/archive/2008/October/
3366FBCC65C5878D1639896FDA26B48E,2008,October,https://www.chickensmoothie.com/archive/2008/October/
30F36CE3982AA58D25A5D31E9C0E4911,2008,October,https://www.chickensmoothie.com/archive/2008/October/
E81F04901092F1D0C05FDCBDCDF4BCA1,2008,October,https://www.chickensmoothie.com/archive/2008/October/
6A469C876E424120F4174589971E6160,2008,October,https://www.chickensmoothie.com/archive/2008/October/
C5A42B2A105550A8E6F861327EFDB552,2008,October,https://www.chickensmoothie.com/archive/2008/October/
71AEED8B1F7D446E381622373D93F4D9,2008,October,https://www.chickensmoothie.com/archive/2008/October/
75305692375D166C7A07519E3784742B,2008,October,https://www.chickensmoothie.com/archive/2008/October/
9B1BB3229ABA568988219569F018EFB8,2008,October,https://www.chickensmoothie.com/archive/2008/October/
2A578DBA8EB92501B37470949CAF8DAA,2008,October,https://www.chickensmoothie.com/archive/2008/October/
8AC044A24C67A8D9B11586E12F48CDE9,2008,October,https://www.chickensmoothie.com/archive/2008/October/
ED16BD5F5B50370B1340069BD6A80AEA,2008,October,https://www.chickensmoothie.com/archive/2008/October/
625DD869CF9DE6B3BAFD11AA0FA0535E,2008,October,https://www.chickensmoothie.com/archive/2008/October/
A1ED8796C8CD27614D4F21C085C750ED,2008,October,https://www.chickensmoothie.com/archive/2008/October/
58FEC1F813FED5E17B27334F18D26EE6,2008,October,https://www.chickensmoothie.com/archive/2008/October/
F5AB3463DEBF3FCAA35505FEEF3E61C2,2008,October,https://www.chickensmoothie.com/archive/2008/October/
114AC6FC1A2F53D1892AA74C4B759C91,2008,October,https://www.chickensmoothie.com/archive/2008/October/
F33B18E038145B90F10EDC8A9CB2094A,2008,October,https://www.chickensmoothie.com/archive/2008/October/
A4EF860663EF67949D2492131211383A,2008,October,https://www.chickensmoothie.com/archive/2008/October/
08BB820CCE120A5BA3216AC0BB8DA750,2008,October,https://www.chickensmoothie.com/archive/2008/October/
A6FBD87F3C1AB94B679857B5A16F8112,2008,October,https://www.chickensmoothie.com/archive/2008/October/
F6D65A331F56BD654EFFE9CE8EFE7DF9,2008,October,https://www.chickensmoothie.com/archive/2008/October/
6EA22CA95536C8366A1B82D472E7545E,2008,October,https://www.chickensmoothie.com/archive/2008/October/
EA925503C303A853F4A825F15E7C2DC7,2008,October,https://www.chickensmoothie.com/archive/2008/October/
909E08F723F2D1765259C6DB6E29E1AF,2008,October,https://www.chickensmoothie.com/archive/2008/October/
55CF9CA44040CD23A0B701B277A7EC74,2008,October,https://www.chickensmoothie.com/archive/2008/October/
EC92D179D1E19F2B7EF6EC91199A065F,2008,October,https://www.chickensmoothie.com/archive/2008/October/
C9178094CAA893FE33A7EDFC6038355B,2008,October,https://www.chickensmoothie.com/archive/2008/October/
B35C09D1C13AD371308CC47B7B33D105,2008,October,https://www.chickensmoothie.com/archive/2008/October/
F93A1164A89FEABC32721838D591AA42,2008,November,https://www.chickensmoothie.com/archive/2008/November/
B5B4EC2F874D98C8A35B9051C31A6608,2008,November,https://www.chickensmoothie.com/archive/2008/November/
22DF94CC6199414EC5A68A9C08E490DC,2008,November,https://www.chickensmoothie.com/archive/2008/November/
C0483ADEA002F396D42B6B2770F0FAF5,2008,November,https://www.chickensmoothie.com/archive/2008/November/
CEC0D8DD24FA50F4CE0C0382046B3B09,2008,November,https://www.chickensmoothie.com/archive/2008/November/
3A91C29368A34CC695BDCEA1DAFA5D15,2008,November,https://www.chickensmoothie.com/archive/2008/November/
4AAE72A2B991456F7CC20A6741E7D8E2,2008,November,https://www.chickensmoothie.com/archive/2008/November/
751A23D0426CCA47FBC2B903FFA2B6D8,2008,November,https://www.chickensmoothie.com/archive/2008/November/
100A39655F1566A4E87522ABC7B8F027,2008,November,https://www.chickensmoothie.com/archive/2008/November/
2C95D949104E14C6231C9D4C91FB30DB,2008,November,https://www.chickensmoothie.com/archive/2008/November/
36F02BB02237D1F598E48EB0ED1764E7,2008,November,https://www.chickensmoothie.com/archive/2008/November/
18D9E6F83D5B0D1B043B431E7AD9943F,2008,November,https://www.chickensmoothie.com/archive/2008/November/
B234095EC4DC73E5B0C9DC9EE3F6AE32,2008,November,https://www.chickensmoothie.com/archive/2008/November/
17F728000E8B1CB0D9C696BAFB62BC34,2008,November,https://www.chickensmoothie.com/archive/2008/November/
CD9F74A69AEC55DA3BB25C8D28F83AF7,2008,November,https://www.chickensmoothie.com/archive/2008/November/
8948CE50E8FA11ED41B677F75EFE2A95,2008,November,https://www.chickensmoothie.com/archive/2008/November/
0DEC6CEB8F57277D16C9D7468897FEBA,2008,November,https://www.chickensmoothie.com/archive/2008/November/
01AD769C72F40BF49CAD960825917A90,2008,November,https://www.chickensmoothie.com/archive/2008/November/
629D42D4732D6F2C245C169ACD70423F,2008,November,https://www.chickensmoothie.com/archive/2008/November/
D953F1795370498A32C2498C49F4CDCD,2008,November,https://www.chickensmoothie.com/archive/2008/November/
D89E8E56CFA7741D41DA6C60F28CF10F,2008,November,https://www.chickensmoothie.com/archive/2008/November/
4F6A332F4632BDC17898814B921A0777,2008,November,https://www.chickensmoothie.com/archive/2008/November/
B5941397A707ECA4D57B1310A66B5CF8,2008,November,https://www.chickensmoothie.com/archive/2008/November/
B494C1165D3D1BACE585A27CEDDCE0B4,2008,November,https://www.chickensmoothie.com/archive/2008/November/
57D932B60EAF9379687B86518AEC1A87,2008,November,https://www.chickensmoothie.com/archive/2008/November/
4D44D1B04C0A97025E9FB0FD3B6BC4A2,2008,November,https://www.chickensmoothie.com/archive/2008/November/
C4077956EB65429A45EE892CB66C3D6E,2008,November,https://www.chickensmoothie.com/archive/2008/November/
B24E31347C352D9B5F1405C5278E33D4,2008,November,https://www.chickensmoothie.com/archive/2008/November/
91B1123F731B6D8C5C58D5938CA9744F,2008,November,https://www.chickensmoothie.com/archive/2008/November/
A42A804AE4BD1B194AAB30CB8C151663,2008,November,https://www.chickensmoothie.com/archive/2008/November/
31C6398B6F27A659246509684ED31283,2008,November,https://www.chickensmoothie.com/archive/2008/November/
67F9D69829C67681D07F9B5D7CAF1417,2008,November,https://www.chickensmoothie.com/archive/2008/November/
4842811310B83465346D8BE3B5A467ED,2008,November,https://www.chickensmoothie.com/archive/2008/November/
00256CC560C2F4EEA1A065A4662223DC,2008,November,https://www.chickensmoothie.com/archive/2008/November/
6FD5C32A832D0AF972958EDEE0F1B05A,2008,November,https://www.chickensmoothie.com/archive/2008/November/
FCE5413AAEEC41DC8BB0630CFCAE756B,2008,November,https://www.chickensmoothie.com/archive/2008/November/
6B88EB227C7ABC47213C3F5742CEB725,2008,November,https://www.chickensmoothie.com/archive/2008/November/
60B872DAB4241D5D22ACB95584A5179C,2008,November,https://www.chickensmoothie.com/archive/2008/November/
073A8525C85031DFF53BED60F1159BD4,2008,November,https://www.chickensmoothie.com/archive/2008/November/
2B9D440E50E0910ABB9265AD8023911D,2008,November,https://www.chickensmoothie.com/archive/2008/November/
0A3F28936EA27607AFD0FC2A9EB1C63D,2008,November,https://www.chickensmoothie.com/archive/2008/November/
6AE75987803A6734673215AAE5E05288,2008,November,https://www.chickensmoothie.com/archive/2008/November/
BBAEA51781BA361A25404BB2F15FE62E,2008,November,https://www.chickensmoothie.com/archive/2008/November/
8A9B371205FDF62610AB891ACB663980,2008,Special Releases,https://www.chickensmoothie.com/archive/2008/Special%20Releases/
56423E0A3C3A13C88C75D4A09470165B,2008,Special Releases,https://www.chickensmoothie.com/archive/2008/Special%20Releases/
6247C6D769E0E516E1BD535FF68AB6A5,2008,Special Releases,https://www.chickensmoothie.com/archive/2008/Special%20Releases/
1DF7337CBE5699694A5AB5F709AD2188,2008,Special Releases,https://www.chickensmoothie.com/archive/2008/Special%20Releases/
BD1B077D1BE07BF88553123D2A2614BA,2008,Special Releases,https://www.chickensmoothie.com/archive/2008/Special%20Releases/
